分类,歌曲,难度,分支,体力,手速,爆发,节奏,复合,主定数
01 Pop,だから僕は音楽を辞めた -Original Version-,魔王,,1.21 ,0.01 ,0.00 ,1.88 ,1.96 ,1.51 
09 Namco Original,願いはエスペラント,魔王,,2.00 ,0.19 ,5.17 ,0.43 ,0.00 ,1.51 
02 Anime,チャンス！,魔王,,2.11 ,1.12 ,1.90 ,0.89 ,0.00 ,1.50 
01 Pop,Romanticが止まらない,魔王,,2.45 ,0.30 ,0.23 ,0.91 ,1.36 ,1.50 
02 Anime,ハグしちゃお,魔王,达人,2.80 ,0.61 ,0.02 ,0.00 ,0.75 ,1.50 
04 Children and Folk,さくら(春),魔王,,2.37 ,0.13 ,0.01 ,1.43 ,1.04 ,1.50 
01 Pop,おまえブタメン！,魔王,,2.45 ,0.18 ,0.60 ,1.33 ,0.66 ,1.50 
02 Anime,グランドエスケープ,魔王,,2.93 ,0.09 ,0.23 ,0.15 ,0.00 ,1.50 
01 Pop,アンビバレント,魔王,,2.04 ,0.22 ,0.00 ,0.60 ,2.02 ,1.49 
01 Pop,誓いの花束を～With You～,魔王,,2.08 ,0.23 ,4.70 ,0.34 ,0.00 ,1.49 
01 Pop,ファッションモンスター,魔王,,2.14 ,0.35 ,2.83 ,1.08 ,0.00 ,1.48 
01 Pop,もらい泣き,魔王,,1.01 ,0.06 ,7.50 ,0.14 ,0.00 ,1.48 
02 Anime,KANEDA,魔王,,2.36 ,0.05 ,0.00 ,0.27 ,1.70 ,1.48 
01 Pop,SMILY,魔王,达人,2.54 ,0.13 ,1.43 ,0.06 ,0.00 ,1.48 
01 Pop,硝子の少年,魔王,普通,0.52 ,0.00 ,0.00 ,2.72 ,0.91 ,1.48 
02 Anime,輝,魔王,普通,1.32 ,0.02 ,0.00 ,1.99 ,1.67 ,1.48 
09 Namco Original,おはよう！太鼓サマー,魔王,,0.82 ,0.00 ,0.00 ,2.79 ,0.16 ,1.48 
02 Anime,DiSCOVER THE FUTURE,魔王,,0.67 ,0.08 ,7.49 ,0.75 ,0.00 ,1.48 
01 Pop,離開地球表面,魔王,,2.32 ,0.14 ,0.04 ,1.75 ,0.00 ,1.48 
07 Game Music,ツバサグラビティ,魔王,,2.19 ,0.46 ,3.53 ,0.58 ,0.00 ,1.47 
02 Anime,豪食マイウェイ!!,魔王,,1.83 ,0.73 ,5.17 ,0.18 ,0.00 ,1.47 
05 Variety,ジャンボリミッキー！,魔王,,1.76 ,0.05 ,0.11 ,2.30 ,0.00 ,1.47 
07 Game Music,ソニック?ザ?ヘッジホッグ メドレー,魔王,,2.55 ,0.34 ,0.80 ,0.67 ,0.60 ,1.47 
01 Pop,銀河鉄道999,魔王,,1.47 ,0.02 ,0.00 ,2.47 ,0.30 ,1.47 
04 Children and Folk,Got Boost?,魔王,,1.75 ,0.09 ,4.00 ,1.35 ,0.00 ,1.46 
01 Pop,恋のマイアヒ,魔王,,2.83 ,0.49 ,0.00 ,0.08 ,0.00 ,1.46 
02 Anime,輝,魔王,玄人,1.60 ,0.02 ,0.00 ,1.84 ,1.53 ,1.46 
05 Variety,Grip & Break down !! -達人Edit.-,魔王,,2.00 ,0.44 ,2.83 ,1.20 ,0.00 ,1.46 
01 Pop,Highschool?love,魔王,,1.29 ,0.02 ,0.00 ,2.47 ,0.68 ,1.45 
06 Classical,アイネクライネナハトムジーク,魔王,,2.69 ,0.61 ,0.11 ,0.48 ,0.54 ,1.45 
01 Pop,羞恥心,魔王,,2.59 ,0.30 ,0.38 ,0.82 ,0.71 ,1.44 
02 Anime,Let's!フレッシュプリキュア！　～Hybrid ver.～,魔王,,1.76 ,0.03 ,5.68 ,0.13 ,0.00 ,1.44 
06 Classical,パリのアメリカ人,魔王,,2.41 ,0.09 ,0.00 ,0.67 ,1.35 ,1.44 
05 Variety,世界ふしぎ発見！オープニングテーマ,魔王,,1.06 ,1.35 ,0.97 ,1.87 ,0.00 ,1.43 
01 Pop,シャイニングスター,魔王,,2.36 ,0.29 ,2.37 ,0.14 ,0.00 ,1.43 
02 Anime,めちゃモテ I LOVE YOU,魔王,,2.40 ,0.14 ,0.03 ,1.44 ,0.36 ,1.43 
09 Namco Original,綻放,魔王,,2.11 ,0.05 ,4.21 ,0.09 ,0.00 ,1.43 
04 Children and Folk,Cheers！デリシャスパーティ?プリキュア,魔王,,0.67 ,0.01 ,7.58 ,0.14 ,0.02 ,1.43 
01 Pop,行くぜっ！怪盗少女 -Z ver.-,魔王,,1.58 ,0.47 ,2.83 ,1.64 ,0.00 ,1.43 
02 Anime,残酷な夜に輝け,魔王,,1.85 ,0.28 ,5.17 ,0.12 ,0.00 ,1.43 
01 Pop,PON PON PON,魔王,,1.73 ,0.03 ,0.00 ,2.18 ,0.39 ,1.43 
07 Game Music,乙女よ大志を抱け！！,魔王,,2.58 ,0.51 ,0.38 ,0.12 ,0.87 ,1.42 
07 Game Music,GOIN’!!!,魔王,,1.08 ,0.16 ,7.03 ,0.15 ,0.00 ,1.42 
09 Namco Original,和太鼓戦隊ドンレンジャー -Short Version-,魔王,,1.48 ,0.21 ,2.83 ,1.76 ,0.00 ,1.42 
02 Anime,キャンディ キャンディ,魔王,,1.76 ,0.19 ,0.77 ,1.85 ,0.52 ,1.42 
02 Anime,ドレミファソライロ,魔王,,1.32 ,0.06 ,6.57 ,0.19 ,0.00 ,1.42 
09 Namco Original,季曲,魔王,,2.27 ,0.09 ,0.60 ,0.00 ,0.00 ,1.42 
01 Pop,リルラリルハ,魔王,,1.24 ,0.01 ,0.00 ,1.76 ,1.78 ,1.41 
04 Children and Folk,ルパンレンジャーVSパトレンジャー,魔王,,0.81 ,0.01 ,0.00 ,2.67 ,0.00 ,1.41 
01 Pop,LOVEマシーン -Old Audio-,魔王,达人,0.76 ,0.01 ,0.00 ,1.96 ,1.83 ,1.41 
01 Pop,Chu Shen Ru Hua,魔王,,1.45 ,0.02 ,0.00 ,1.31 ,1.97 ,1.41 
01 Pop,24karats TRIBE OF GOLD,魔王,,0.72 ,0.01 ,0.00 ,0.66 ,2.60 ,1.41 
07 Game Music,僕の地球 僕らの地球,魔王,,2.14 ,0.12 ,0.00 ,1.75 ,0.00 ,1.41 
01 Pop,恋のつぼみ,魔王,,1.83 ,0.10 ,0.05 ,2.07 ,0.00 ,1.41 
01 Pop,いい湯だな,魔王,达人,1.03 ,0.03 ,0.60 ,2.44 ,0.00 ,1.40 
02 Anime,ウルトラマンA,魔王,,0.79 ,0.02 ,0.00 ,2.64 ,0.00 ,1.40 
05 Variety,good night baby (feat. Moe Shop),魔王,,1.75 ,0.10 ,0.00 ,2.00 ,0.72 ,1.40 
02 Anime,MOIL,魔王,,0.30 ,0.00 ,0.00 ,2.68 ,0.58 ,1.40 
02 Anime,Dragon Soul,魔王,,1.58 ,0.18 ,3.30 ,1.52 ,0.00 ,1.40 
09 Namco Original,マジカル?リトル?スペースシップ,魔王,,2.60 ,0.20 ,0.42 ,0.50 ,0.54 ,1.39 
01 Pop,將軍令,魔王,,0.94 ,0.00 ,0.00 ,2.58 ,0.22 ,1.39 
07 Game Music,Galaga'88,魔王,,1.03 ,0.02 ,0.00 ,2.22 ,1.25 ,1.39 
02 Anime,Hero's Come Back!!,魔王,达人,1.61 ,0.01 ,0.00 ,1.51 ,1.63 ,1.39 
02 Anime,ウィーアー！,魔王,,1.83 ,0.24 ,4.70 ,0.52 ,0.00 ,1.39 
02 Anime,マジンガーZ,魔王,,0.45 ,0.16 ,7.50 ,0.09 ,0.00 ,1.39 
01 Pop,Marionette,魔王,,1.85 ,0.30 ,2.60 ,0.00 ,0.00 ,1.39 
09 Namco Original,音符のうた,魔王,,0.45 ,0.03 ,6.93 ,0.90 ,0.00 ,1.38 
09 Namco Original,音符のうた -English Version-,魔王,,0.45 ,0.03 ,6.93 ,0.90 ,0.00 ,1.38 
02 Anime,学園天国,魔王,,0.20 ,0.00 ,0.00 ,2.72 ,0.00 ,1.38 
01 Pop,汚れなきクソ野郎ども,魔王,,2.65 ,0.38 ,0.23 ,0.43 ,0.14 ,1.38 
02 Anime,わんだふるぷりきゅあ！evolution!!,魔王,,1.13 ,0.05 ,6.10 ,0.88 ,0.00 ,1.38 
01 Pop,September,魔王,,2.08 ,0.06 ,0.00 ,1.31 ,1.16 ,1.38 
02 Anime,動物戦隊ジュウオウジャー,魔王,,0.64 ,0.01 ,6.10 ,0.00 ,0.00 ,1.38 
02 Anime,GO-GO たまごっち！,魔王,,2.55 ,0.16 ,0.01 ,0.92 ,0.00 ,1.38 
02 Anime,GO-GO たまごっち！,魔王,,2.55 ,0.16 ,0.01 ,0.92 ,0.00 ,1.38 
09 Namco Original,音符のうた,魔王,,0.43 ,0.03 ,6.88 ,0.90 ,0.00 ,1.37 
02 Anime,Viva! Spark!トロピカル～ジュ！プリキュア,魔王,,0.11 ,0.00 ,0.00 ,2.70 ,0.00 ,1.37 
01 Pop,Don’ts Don’ts,魔王,,2.67 ,0.27 ,0.01 ,0.00 ,0.30 ,1.37 
01 Pop,シンクロニシティ,魔王,,2.18 ,0.27 ,0.02 ,0.44 ,1.49 ,1.37 
01 Pop,Love so sweet,魔王,,1.50 ,0.05 ,0.04 ,2.22 ,0.30 ,1.36 
09 Namco Original,音符のうた,魔王,,0.44 ,0.03 ,6.87 ,0.86 ,0.00 ,1.36 
02 Anime,踊れ?どれ?ドラ　ドラえもん音頭,魔王,,0.57 ,0.00 ,6.10 ,0.00 ,0.00 ,1.36 
02 Anime,Dokkin?魔法つかいプリキュア！,魔王,,1.11 ,0.17 ,6.57 ,0.21 ,0.00 ,1.36 
02 Anime,タッチ,魔王,,2.15 ,0.23 ,3.07 ,0.13 ,0.00 ,1.36 
01 Pop,大好きになればいいんじゃない？,魔王,,0.93 ,0.01 ,0.00 ,2.51 ,0.00 ,1.36 
07 Game Music,ミツボシ☆☆★,魔王,,1.19 ,0.37 ,6.33 ,0.17 ,0.00 ,1.36 
02 Anime,キミに100パーセント,魔王,,1.79 ,0.11 ,2.83 ,0.00 ,0.00 ,1.36 
06 Classical,双頭の鷲の下に,魔王,,2.18 ,0.06 ,0.00 ,1.32 ,0.81 ,1.36 
01 Pop,ガラスを割れ！,魔王,,1.99 ,0.43 ,3.77 ,0.10 ,0.00 ,1.35 
02 Anime,THE POLiCY,魔王,,1.33 ,0.04 ,0.00 ,2.29 ,0.32 ,1.35 
02 Anime,バスターズ レディーゴー！,魔王,,0.75 ,0.06 ,7.03 ,0.16 ,0.00 ,1.35 
02 Anime,最高到達点,魔王,,2.49 ,0.05 ,0.01 ,0.68 ,0.65 ,1.35 
07 Game Music,にひきはネコトモ！,魔王,,1.67 ,0.19 ,5.17 ,0.14 ,0.00 ,1.35 
01 Pop,楽園ベイベー,魔王,,0.93 ,0.00 ,0.00 ,2.39 ,0.70 ,1.35 
01 Pop,C大調,魔王,,2.14 ,0.04 ,0.00 ,0.41 ,1.51 ,1.35 
01 Pop,Follow Me,魔王,,2.31 ,0.29 ,0.11 ,0.00 ,0.00 ,1.34 
02 Anime,GALAXY EXPRESS 999,魔王,,2.45 ,0.08 ,0.09 ,0.94 ,0.00 ,1.34 
02 Anime,ドラマチック,魔王,普通,1.95 ,0.36 ,3.77 ,0.09 ,0.00 ,1.33 
02 Anime,ホタルノヒカリ,魔王,,1.64 ,0.15 ,0.29 ,2.00 ,0.00 ,1.33 
01 Pop,MOSKAU,魔王,,2.02 ,0.13 ,0.01 ,1.62 ,0.31 ,1.32 
04 Children and Folk,全力全開！ゼンカイジャー,魔王,,0.96 ,0.21 ,6.57 ,0.14 ,0.00 ,1.32 
01 Pop,女々しくて,魔王,,2.05 ,0.72 ,0.11 ,1.26 ,0.70 ,1.32 
01 Pop,ロビンソン,魔王,,2.18 ,0.04 ,0.00 ,0.74 ,1.21 ,1.32 
02 Anime,THE REVO,魔王,,2.20 ,0.32 ,0.97 ,0.56 ,0.00 ,1.31 
01 Pop,ストロベリー☆プラネット！,魔王,,1.55 ,0.04 ,4.81 ,0.24 ,0.68 ,1.31 
09 Namco Original,あたしイカサマ恋はイカサマ,魔王,,2.18 ,0.10 ,2.13 ,0.05 ,0.00 ,1.31 
04 Children and Folk,カラフル?パーティ,魔王,,0.22 ,0.00 ,0.00 ,2.57 ,0.19 ,1.31 
01 Pop,W/X/Y,魔王,,0.89 ,0.01 ,0.00 ,1.69 ,1.74 ,1.31 
06 Classical,剣士の入場,魔王,,2.35 ,0.18 ,0.00 ,0.18 ,1.03 ,1.31 
02 Anime,ハピネスチャージプリキュア!WOW!,魔王,,1.05 ,0.08 ,6.33 ,0.29 ,0.00 ,1.31 
01 Pop,未来の地図,魔王,,0.85 ,0.02 ,0.00 ,2.23 ,0.98 ,1.31 
09 Namco Original,合体！ドンレンジャーロボ,魔王,,1.87 ,0.21 ,2.37 ,0.96 ,0.42 ,1.30 
07 Game Music,キミとボクのミライ,魔王,,0.41 ,0.07 ,7.03 ,0.15 ,0.00 ,1.30 
02 Anime,許婚っきゅん,魔王,,2.40 ,0.44 ,0.29 ,0.33 ,0.69 ,1.30 
02 Anime,おジャ魔女カーニバル!!,魔王,,2.15 ,0.22 ,0.33 ,1.30 ,0.12 ,1.30 
01 Pop,KISS KISS BANG BANG,魔王,,2.03 ,0.16 ,1.43 ,0.86 ,0.00 ,1.30 
01 Pop,Dragon Night,魔王,玄人,1.87 ,0.16 ,0.00 ,0.54 ,1.65 ,1.30 
01 Pop,雙節棍,魔王,,1.68 ,0.03 ,0.00 ,0.75 ,1.76 ,1.29 
02 Anime,talking,魔王,,1.97 ,0.18 ,0.05 ,0.89 ,1.32 ,1.29 
07 Game Music,ベラボーマン,魔王,,1.36 ,0.04 ,0.09 ,2.14 ,0.00 ,1.29 
02 Anime,ドラえもん,魔王,,1.66 ,0.16 ,2.83 ,0.00 ,0.00 ,1.28 
07 Game Music,もじぴったんメドレー,魔王,普通,1.64 ,0.32 ,4.70 ,0.10 ,0.00 ,1.28 
02 Anime,Hero's Come Back!!,魔王,普通,1.36 ,0.01 ,0.00 ,1.51 ,1.50 ,1.28 
07 Game Music,Tulip,魔王,,1.05 ,0.03 ,1.43 ,1.90 ,0.00 ,1.28 
01 Pop,さちさちにしてあげる?,魔王,,1.97 ,0.32 ,2.83 ,0.00 ,0.39 ,1.28 
07 Game Music,Spread the Wings?,魔王,,1.43 ,0.30 ,5.17 ,0.37 ,0.00 ,1.28 
06 Classical,クラシックメドレー(ウェディング編),魔王,,1.85 ,0.07 ,0.49 ,1.05 ,1.13 ,1.27 
02 Anime,DANZEN! ふたりはプリキュア (Ver.Max Heart),魔王,,1.68 ,0.26 ,4.47 ,0.15 ,0.00 ,1.27 
07 Game Music,神さまのBirthday,魔王,,2.42 ,0.35 ,0.38 ,0.13 ,0.00 ,1.27 
07 Game Music,神さまのBirthday,魔王,,2.42 ,0.35 ,0.38 ,0.13 ,0.00 ,1.27 
07 Game Music,神さまのBirthday,魔王,,2.42 ,0.35 ,0.38 ,0.13 ,0.00 ,1.27 
01 Pop,GLAMOROUS SKY,魔王,,2.32 ,0.24 ,0.60 ,0.11 ,0.21 ,1.27 
01 Pop,JOIN US,魔王,,1.26 ,0.07 ,0.01 ,2.15 ,0.00 ,1.26 
01 Pop,死ぬのがいいわ,魔王,,1.91 ,0.00 ,2.48 ,0.78 ,0.00 ,1.26 
09 Namco Original,キミと響くハーモニー,魔王,,1.47 ,0.09 ,3.53 ,1.16 ,0.31 ,1.26 
02 Anime,Let's go! スマイルプリキュア！,魔王,,1.27 ,0.09 ,5.63 ,0.17 ,0.00 ,1.26 
02 Anime,地球を回せっ！,魔王,,1.71 ,0.08 ,0.10 ,1.79 ,0.00 ,1.26 
01 Pop,またここであいましょう,魔王,,0.60 ,0.13 ,0.02 ,1.12 ,2.13 ,1.26 
01 Pop,LOVEマシーン -New Audio-,魔王,达人,0.72 ,0.01 ,0.00 ,1.70 ,1.66 ,1.26 
01 Pop,遠くまで,魔王,,0.90 ,0.05 ,0.07 ,1.88 ,1.32 ,1.26 
04 Children and Folk,おもちゃのチャチャチャ,魔王,,0.94 ,0.01 ,0.00 ,2.24 ,0.47 ,1.25 
04 Children and Folk,おもちゃのチャチャチャ,魔王,,0.94 ,0.01 ,0.00 ,2.24 ,0.47 ,1.25 
09 Namco Original,君のプラネット,魔王,,0.90 ,0.00 ,0.00 ,2.05 ,1.04 ,1.25 
01 Pop,DREAMERS' PARADISE,魔王,,2.04 ,0.24 ,0.00 ,0.61 ,1.23 ,1.25 
01 Pop,Feel fine!,魔王,,2.22 ,0.19 ,0.77 ,0.13 ,0.00 ,1.25 
04 Children and Folk,Baby Shark,魔王,,0.59 ,0.00 ,0.00 ,2.38 ,0.24 ,1.25 
02 Anime,魔進戦隊キラメイジャー,魔王,,1.13 ,0.08 ,5.86 ,0.12 ,0.00 ,1.25 
06 Classical,クラシックメドレー「運動会編」,魔王,,2.07 ,0.98 ,0.60 ,0.00 ,0.00 ,1.24 
02 Anime,ウルトラマンマックス,魔王,玄人,1.24 ,0.54 ,5.17 ,0.43 ,0.00 ,1.24 
02 Anime,怒りをくれよ,魔王,,1.96 ,0.14 ,2.83 ,0.06 ,0.00 ,1.24 
02 Anime,FAITH,魔王,,1.22 ,0.16 ,0.14 ,1.66 ,1.31 ,1.24 
07 Game Music,トラベルナ ～モンスターハンタークロスより～,魔王,,1.44 ,0.34 ,4.70 ,0.50 ,0.00 ,1.24 
02 Anime,Hero's Come Back!!,魔王,玄人,1.47 ,0.01 ,0.00 ,1.50 ,1.24 ,1.24 
02 Anime,タッチ -Short Version-,魔王,,1.91 ,0.23 ,3.07 ,0.13 ,0.00 ,1.24 
01 Pop,豪石！超神ネイガー,魔王,,2.32 ,0.35 ,0.38 ,0.37 ,0.00 ,1.24 
01 Pop,真夜中のドア～Stay with me,魔王,,1.49 ,0.01 ,0.00 ,1.02 ,1.64 ,1.23 
01 Pop,僕のキモチ,魔王,,1.71 ,0.07 ,0.00 ,0.20 ,1.72 ,1.23 
01 Pop,SHEESH,魔王,,1.85 ,0.10 ,0.05 ,0.49 ,1.50 ,1.23 
02 Anime,DANZEN! ふたりはプリキュア～唯一無二の光たち～,魔王(里),,1.50 ,0.34 ,4.70 ,0.16 ,0.00 ,1.23 
07 Game Music,魔法をかけて！,魔王,,1.69 ,0.21 ,0.60 ,1.47 ,0.32 ,1.23 
07 Game Music,魔法をかけて！,魔王,,1.69 ,0.21 ,0.60 ,1.47 ,0.32 ,1.23 
01 Pop,みんながみんな英雄,魔王,,0.99 ,0.01 ,0.00 ,1.96 ,1.03 ,1.23 
09 Namco Original,どんちゃんえかき歌,魔王,,1.36 ,0.30 ,0.05 ,1.44 ,1.36 ,1.23 
01 Pop,ツバサ,魔王,,2.26 ,0.03 ,0.00 ,0.22 ,0.84 ,1.23 
02 Anime,アドバンス?アドベンチャー～Advance Adventure～,魔王,,1.50 ,0.30 ,4.70 ,0.14 ,0.00 ,1.23 
02 Anime,DANZEN!ふたりはプリキュア,魔王,,1.57 ,0.26 ,4.47 ,0.15 ,0.00 ,1.23 
02 Anime,ラムのラブソング,魔王,普通,1.13 ,0.04 ,5.73 ,0.05 ,0.02 ,1.23 
02 Anime,めざせポケモンマスター -20th Anniversary-,魔王,,1.95 ,0.21 ,0.00 ,0.86 ,1.11 ,1.22 
01 Pop,That's The Way (I Like It),魔王,,1.50 ,0.02 ,0.00 ,1.40 ,1.24 ,1.22 
02 Anime,ハグしちゃお,魔王,玄人,2.06 ,0.15 ,0.02 ,1.02 ,0.66 ,1.22 
01 Pop,青春チョコレート,魔王,,1.74 ,0.03 ,0.00 ,1.62 ,0.25 ,1.21 
02 Anime,星のかがやきよ,魔王,玄人,1.54 ,0.19 ,2.83 ,0.00 ,0.00 ,1.21 
01 Pop,Daddy's Style -今夜はダディダディ-,魔王,,1.60 ,0.04 ,4.34 ,0.12 ,0.00 ,1.21 
02 Anime,風,魔王,,1.82 ,0.20 ,3.30 ,0.07 ,0.00 ,1.21 
07 Game Music,太鼓のマーチ,魔王,,1.31 ,0.06 ,0.18 ,1.29 ,1.49 ,1.21 
02 Anime,Promise,魔王,玄人,2.19 ,0.24 ,0.60 ,0.15 ,0.00 ,1.20 
02 Anime,The Rumbling,魔王,,2.30 ,0.34 ,0.18 ,0.25 ,0.39 ,1.20 
02 Anime,魔法戦隊マジレンジャー,魔王,达人,1.71 ,0.22 ,3.77 ,0.07 ,0.00 ,1.20 
04 Children and Folk,くまもとサプライズ！,魔王,,1.90 ,0.09 ,0.60 ,1.10 ,0.00 ,1.20 
07 Game Music,DIAMOND,魔王,,2.32 ,0.20 ,0.29 ,0.04 ,0.00 ,1.20 
01 Pop,カロン,魔王,,1.52 ,0.14 ,0.23 ,1.77 ,0.00 ,1.20 
01 Pop,ドライフラワー,魔王,,0.25 ,0.00 ,0.00 ,2.33 ,0.30 ,1.20 
02 Anime,ブルーバード,魔王,,2.06 ,0.19 ,0.97 ,0.25 ,0.00 ,1.20 
01 Pop,プロミスザスター,魔王,,1.23 ,0.37 ,5.17 ,0.16 ,0.00 ,1.20 
07 Game Music,七彩ボタン,魔王,,1.22 ,0.02 ,0.00 ,2.01 ,0.09 ,1.19 
07 Game Music,七彩ボタン,魔王,,1.22 ,0.02 ,0.00 ,2.01 ,0.09 ,1.19 
02 Anime,ガッチャマンの歌,魔王,达人,2.32 ,0.17 ,0.05 ,0.29 ,0.00 ,1.19 
01 Pop,勝手にしやがれ,魔王,,1.23 ,0.13 ,0.05 ,1.99 ,0.00 ,1.19 
01 Pop,はまぐりボンバー,魔王,,1.54 ,0.22 ,1.90 ,1.20 ,0.34 ,1.19 
07 Game Music,GO MY WAY!!,魔王,普通,1.86 ,0.01 ,2.82 ,0.21 ,0.00 ,1.19 
07 Game Music,GO MY WAY!!,魔王(里),普通,1.86 ,0.01 ,2.82 ,0.18 ,0.00 ,1.19 
07 Game Music,GO MY WAY!!,魔王(里),普通,1.86 ,0.01 ,2.82 ,0.18 ,0.00 ,1.19 
02 Anime,翔べ！ガンダム,魔王,,2.28 ,0.44 ,0.14 ,0.12 ,0.00 ,1.19 
01 Pop,愛の花,魔王,,1.25 ,0.14 ,5.17 ,0.16 ,0.00 ,1.19 
07 Game Music,Back to Life,魔王,,1.34 ,0.01 ,0.00 ,0.91 ,1.69 ,1.19 
05 Variety,He's a Pirate,魔王,,1.78 ,0.01 ,0.00 ,0.82 ,1.28 ,1.18 
01 Pop,いい湯だな,魔王,玄人,0.94 ,0.01 ,0.05 ,2.12 ,0.00 ,1.18 
01 Pop,メーデー,魔王,,2.31 ,0.14 ,0.05 ,0.03 ,0.00 ,1.18 
06 Classical,第九交響曲,魔王,,0.87 ,0.01 ,0.00 ,1.63 ,1.41 ,1.18 
02 Anime,ハリケンジャー参上！,魔王,,1.59 ,0.14 ,0.38 ,1.58 ,0.00 ,1.18 
01 Pop,YES or YES,魔王,,1.69 ,0.07 ,0.03 ,1.58 ,0.00 ,1.17 
03 Vocaloid,みむかゥわナイストライ,魔王,,1.65 ,0.03 ,0.00 ,1.43 ,0.77 ,1.17 
04 Children and Folk,ヒーリングっど?プリキュア Touch!!,魔王,,1.17 ,0.29 ,5.17 ,0.16 ,0.00 ,1.17 
09 Namco Original,平成太鼓街道 ～バチの女～,魔王,达人,0.52 ,0.02 ,0.00 ,2.06 ,0.89 ,1.17 
01 Pop,大器晩成,魔王,,1.67 ,0.14 ,0.28 ,1.21 ,0.94 ,1.17 
01 Pop,PEACH,魔王,,2.24 ,0.17 ,0.29 ,0.04 ,0.00 ,1.17 
01 Pop,ちょこっとLOVE,魔王,达人,1.40 ,0.38 ,4.47 ,0.12 ,0.00 ,1.16 
01 Pop,traveling,魔王,,2.02 ,0.13 ,0.00 ,0.07 ,1.07 ,1.16 
02 Anime,NATSU☆しようぜ！,魔王,,1.29 ,0.01 ,0.60 ,1.66 ,0.00 ,1.16 
07 Game Music,魔法をかけて！,魔王(里),,2.08 ,0.19 ,0.60 ,0.00 ,0.27 ,1.16 
07 Game Music,魔法をかけて！,魔王(里),,2.08 ,0.19 ,0.60 ,0.00 ,0.27 ,1.16 
07 Game Music,魔法をかけて！,魔王,,2.08 ,0.19 ,0.60 ,0.00 ,0.27 ,1.16 
01 Pop,サイレントマジョリティー,魔王,,0.81 ,0.03 ,0.00 ,2.13 ,0.00 ,1.16 
09 Namco Original,人のお金で焼肉を食したい！,魔王,,1.82 ,0.17 ,0.38 ,0.63 ,1.07 ,1.16 
04 Children and Folk,キミとアイドルプリキュア? Light Up！,魔王,,1.43 ,0.06 ,4.47 ,0.15 ,0.00 ,1.16 
02 Anime,SHINING LINE*,魔王,,1.74 ,0.12 ,0.60 ,0.00 ,0.00 ,1.15 
09 Namco Original,平成太鼓街道 ～バチの女～,魔王,玄人,0.31 ,0.01 ,0.00 ,2.23 ,0.18 ,1.15 
02 Anime,ガチで勝とうゼッ！,魔王,,1.88 ,0.08 ,0.08 ,1.23 ,0.00 ,1.15 
01 Pop,My Sweet Darlin',魔王,,1.86 ,0.17 ,2.13 ,0.07 ,0.00 ,1.14 
04 Children and Folk,いぬのおまわりさん,魔王,,1.61 ,0.05 ,0.00 ,0.09 ,1.57 ,1.14 
02 Anime,GO,魔王,,2.22 ,0.17 ,0.00 ,0.29 ,0.00 ,1.14 
01 Pop,U.S.A.,魔王,,1.52 ,0.04 ,0.05 ,1.63 ,0.00 ,1.14 
01 Pop,煞科,魔王,,2.23 ,0.15 ,0.05 ,0.02 ,0.00 ,1.14 
02 Anime,Break the Chain,魔王,,0.90 ,0.01 ,0.00 ,1.68 ,1.17 ,1.13 
04 Children and Folk,捕魚歌,魔王,,2.22 ,0.08 ,0.05 ,0.04 ,0.00 ,1.13 
06 Classical,名古屋ばやし,魔王,,0.62 ,0.00 ,5.48 ,0.71 ,0.00 ,1.13 
01 Pop,Yu Zhou Xiao Jie,魔王,,1.95 ,0.03 ,0.00 ,0.00 ,0.00 ,1.13 
07 Game Music,Highschool love!,魔王,,2.19 ,0.14 ,0.03 ,0.34 ,0.00 ,1.13 
06 Classical,ボレロ,魔王,,0.55 ,0.01 ,0.00 ,2.14 ,0.26 ,1.13 
02 Anime,キャンディ キャンディ,魔王,,1.67 ,0.17 ,1.43 ,0.77 ,0.52 ,1.13 
02 Anime,お願いマッスル,魔王,,1.60 ,0.07 ,0.01 ,1.53 ,0.00 ,1.12 
02 Anime,哀戦士,魔王,普通,1.96 ,0.07 ,0.60 ,0.36 ,0.38 ,1.12 
05 Variety,セサミストリートのテーマ,魔王,,0.84 ,0.01 ,0.00 ,1.39 ,1.50 ,1.12 
01 Pop,恋するフォーチュンクッキー,魔王,,1.80 ,0.10 ,0.00 ,0.29 ,1.24 ,1.12 
02 Anime,Circle of Seasons,魔王,,1.26 ,0.05 ,4.70 ,0.13 ,0.00 ,1.12 
02 Anime,Daydream café,魔王,,2.00 ,0.10 ,0.60 ,0.24 ,0.00 ,1.12 
01 Pop,Sugar,魔王,,1.93 ,0.05 ,0.00 ,0.00 ,0.00 ,1.12 
02 Anime,ALMIGHTY～仮面の約束,魔王,,1.84 ,0.29 ,1.43 ,0.31 ,0.00 ,1.12 
02 Anime,ウィーアー！(初代),魔王,,0.58 ,0.02 ,3.58 ,1.46 ,0.00 ,1.11 
02 Anime,Journey through the Decade,魔王,,0.98 ,0.30 ,5.17 ,0.20 ,0.00 ,1.11 
07 Game Music,ドラゴンボールヒーローズ,魔王,,1.39 ,0.13 ,4.00 ,0.39 ,0.28 ,1.11 
07 Game Music,DADDY MULK,魔王,普通,1.89 ,0.11 ,1.14 ,0.07 ,0.00 ,1.11 
04 Children and Folk,Baby Shark（ベイビー?シャーク）,魔王,,0.56 ,0.00 ,0.00 ,2.10 ,0.20 ,1.11 
